dataset,model,series_id,fg_code,fg_category,month,horizon,y_true,forecast_p50,p10,p90
A,CATBOOST,FG027,FG027,Shampoo,2025-11-01,2,52163.0,49388.087941680875,43959.452836289565,54816.723047072184
A,CATBOOST,FG027,FG027,Shampoo,2025-12-01,2,57135.0,51124.18359106504,45695.54848567373,56552.81869645635
A,CATBOOST,FG027,FG027,Shampoo,2026-01-01,2,54499.0,46551.389714783414,41122.75460939211,51980.02482017472
A,CATBOOST,FG028,FG028,Shampoo,2025-11-01,2,33963.0,36990.133049300035,31561.49794390873,42418.76815469134
A,CATBOOST,FG028,FG028,Shampoo,2025-12-01,2,46344.0,39177.58940379761,33748.9542984063,44606.22450918892
A,CATBOOST,FG028,FG028,Shampoo,2026-01-01,2,37921.0,33764.50790043186,28335.872795040556,39193.14300582316
A,CATBOOST,FG029,FG029,Shampoo,2025-11-01,2,22229.0,17801.366760273522,12372.731654882216,23230.001865664828
A,CATBOOST,FG029,FG029,Shampoo,2025-12-01,2,23634.0,19308.709194097155,13880.07408870585,24737.34429948846
A,CATBOOST,FG029,FG029,Shampoo,2026-01-01,2,20113.0,19145.614806432535,13716.97970104123,24574.24991182384
A,CATBOOST,FG030,FG030,Shampoo,2025-11-01,2,44862.0,44234.741527815786,38806.10642242448,49663.376633207095
A,CATBOOST,FG030,FG030,Shampoo,2025-12-01,2,42408.0,45571.75015121284,40143.11504582153,51000.385256604146
A,CATBOOST,FG030,FG030,Shampoo,2026-01-01,2,47998.0,40924.3739243691,35495.7388189778,46353.0090297604
A,CATBOOST,FG031,FG031,Shampoo,2025-11-01,2,65752.0,62249.23472366453,56820.59961827322,67677.86982905584
A,CATBOOST,FG031,FG031,Shampoo,2025-12-01,2,70155.0,68192.4221226171,62763.7870172258,73621.05722800842
A,CATBOOST,FG031,FG031,Shampoo,2026-01-01,2,61899.0,67896.03849499383,62467.40338960252,73324.67360038514
A,CATBOOST,FG032,FG032,Shampoo,2025-11-01,2,14819.0,16391.83862532995,10963.203519938645,21820.473730721256
A,CATBOOST,FG032,FG032,Shampoo,2025-12-01,2,17360.0,16853.786363918713,11425.151258527409,22282.42146931002
A,CATBOOST,FG032,FG032,Shampoo,2026-01-01,2,18996.0,17370.71547512631,11942.080369735006,22799.350580517617
A,CATBOOST,FG033,FG033,Shampoo,2025-11-01,2,46977.0,46950.6452193397,41522.01011394839,52379.28032473101
A,CATBOOST,FG033,FG033,Shampoo,2025-12-01,2,48151.0,50333.32789697133,44904.69279158002,55761.96300236264
A,CATBOOST,FG033,FG033,Shampoo,2026-01-01,2,46382.0,46993.01223222749,41564.377126836174,52421.64733761879
A,CATBOOST,FG034,FG034,Liquid Wash,2025-11-01,2,43860.0,46064.5448616511,40635.90975625979,51493.17996704241
A,CATBOOST,FG034,FG034,Liquid Wash,2025-12-01,2,51784.0,46592.98810336687,41164.35299797557,52021.623208758174
A,CATBOOST,FG034,FG034,Liquid Wash,2026-01-01,2,42406.0,43508.250846486975,38079.615741095666,48936.885951878285
A,CATBOOST,FG035,FG035,Liquid Wash,2025-11-01,2,36622.0,40297.53443786649,34868.89933247518,45726.1695432578
A,CATBOOST,FG035,FG035,Liquid Wash,2025-12-01,2,42314.0,44402.88284633182,38974.24774094051,49831.51795172313
A,CATBOOST,FG035,FG035,Liquid Wash,2026-01-01,2,41325.0,42391.347065155394,36962.711959764085,47819.982170546704
A,CATBOOST,FG036,FG036,Liquid Wash,2025-11-01,2,48043.0,39287.42858480457,33858.79347941326,44716.06369019588
A,CATBOOST,FG036,FG036,Liquid Wash,2025-12-01,2,38140.0,42361.93640764428,36933.30130225298,47790.57151303558
A,CATBOOST,FG036,FG036,Liquid Wash,2026-01-01,2,33606.0,39617.212004824265,34188.576899432956,45045.847110215575
A,CATBOOST,FG037,FG037,Liquid Wash,2025-11-01,2,20157.0,20368.094131136088,14939.459025744782,25796.729236527393
A,CATBOOST,FG037,FG037,Liquid Wash,2025-12-01,2,25759.0,21056.923429308925,15628.28832391762,26485.55853470023
A,CATBOOST,FG037,FG037,Liquid Wash,2026-01-01,2,24210.0,19869.926373601094,14441.291268209792,25298.561478992404
A,CATBOOST,FG038,FG038,Liquid Wash,2025-11-01,2,40337.0,35730.66125903827,30302.02615364697,41159.29636442958
A,CATBOOST,FG038,FG038,Liquid Wash,2025-12-01,2,45308.0,36814.12497687575,31385.48987148444,42242.76008226705
A,CATBOOST,FG038,FG038,Liquid Wash,2026-01-01,2,36728.0,35386.311829374274,29957.676723982968,40814.94693476558
A,CATBOOST,FG039,FG039,Liquid Wash,2025-11-01,2,16567.0,15832.901302196637,10404.26619680533,21261.53640758794
A,CATBOOST,FG039,FG039,Liquid Wash,2025-12-01,2,15174.0,15745.412833980085,10316.777728588777,21174.04793937139
A,CATBOOST,FG039,FG039,Liquid Wash,2026-01-01,2,11396.0,13904.756778824356,8476.12167343305,19333.391884215664
A,CATBOOST,FG040,FG040,Liquid Wash,2025-11-01,2,21885.0,21356.729279274274,15928.094173882968,26785.36438466558
A,CATBOOST,FG040,FG040,Liquid Wash,2025-12-01,2,19597.0,21347.515456865574,15918.880351474269,26776.15056225688
A,CATBOOST,FG040,FG040,Liquid Wash,2026-01-01,2,17749.0,21112.250942537063,15683.61583714576,26540.886047928372
A,CATBOOST,FG041,FG041,Liquid Wash,2025-11-01,2,16341.0,14843.069491149896,9414.43438575859,20271.704596541204
A,CATBOOST,FG041,FG041,Liquid Wash,2025-12-01,2,15115.0,14767.586737487518,9338.951632096212,20196.221842878826
A,CATBOOST,FG041,FG041,Liquid Wash,2026-01-01,2,13998.0,15563.00930462732,10134.374199236014,20991.644410018627
A,CATBOOST,FG042,FG042,Liquid Wash,2025-11-01,2,27667.0,26029.940429573835,20601.30532418253,31458.57553496514
A,CATBOOST,FG042,FG042,Liquid Wash,2025-12-01,2,25521.0,26527.854181883173,21099.219076491867,31956.48928727448
A,CATBOOST,FG042,FG042,Liquid Wash,2026-01-01,2,23908.0,24959.073214521097,19530.43810912979,30387.708319912403
A,CATBOOST,FG043,FG043,Liquid Wash,2025-11-01,2,42933.0,38535.54148112728,33106.90637573597,43964.17658651859
A,CATBOOST,FG043,FG043,Liquid Wash,2025-12-01,2,37002.0,36093.95539675322,30665.320291361913,41522.59050214452
A,CATBOOST,FG043,FG043,Liquid Wash,2026-01-01,2,39697.0,35629.28182599923,30200.64672060792,41057.91693139053
A,CATBOOST,FG044,FG044,Diaper,2025-11-01,2,46099.0,44990.4385877296,39561.80348233829,50419.07369312091
A,CATBOOST,FG044,FG044,Diaper,2025-12-01,2,41343.0,45744.43973054171,40315.8046251504,51173.07483593302
A,CATBOOST,FG044,FG044,Diaper,2026-01-01,2,46419.0,45530.007514392855,40101.372409001546,50958.642619784165
A,CATBOOST,FG045,FG045,Diaper,2025-11-01,2,72211.0,66150.2835786748,60721.648473283494,71578.91868406611
A,CATBOOST,FG045,FG045,Diaper,2025-12-01,2,71805.0,73237.98301783389,67809.34791244258,78666.6181232252
A,CATBOOST,FG045,FG045,Diaper,2026-01-01,2,73834.0,68930.65235083687,63502.01724544556,74359.28745622818
A,CATBOOST,FG046,FG046,Diaper,2025-11-01,2,65636.0,70945.25829957401,65516.6231941827,76373.89340496532
A,CATBOOST,FG046,FG046,Diaper,2025-12-01,2,67457.0,65896.94719717323,60468.31209178192,71325.58230256454
A,CATBOOST,FG046,FG046,Diaper,2026-01-01,2,66702.0,63209.29506966482,57780.65996427351,68637.93017505613
A,CATBOOST,FG047,FG047,Diaper,2025-11-01,2,18184.0,19156.675307883612,13728.040202492306,24585.31041327492
A,CATBOOST,FG047,FG047,Diaper,2025-12-01,2,19847.0,20497.16363729687,15068.528531905566,25925.798742688177
A,CATBOOST,FG047,FG047,Diaper,2026-01-01,2,17292.0,19372.177876089503,13943.542770698195,24800.81298148081
A,CATBOOST,FG048,FG048,Diaper,2025-11-01,2,31503.0,35434.53505409183,30005.899948700524,40863.17015948314
A,CATBOOST,FG048,FG048,Diaper,2025-12-01,2,30699.0,35139.45268968961,29710.817584298307,40568.08779508092
A,CATBOOST,FG048,FG048,Diaper,2026-01-01,2,34918.0,34436.20568951225,29007.570584120946,39864.84079490356
A,CATBOOST,FG049,FG049,Diaper,2025-11-01,2,60882.0,63870.87044070469,58442.23533531338,69299.505546096
A,CATBOOST,FG049,FG049,Diaper,2025-12-01,2,66622.0,64327.503222087165,58898.868116695856,69756.13832747847
A,CATBOOST,FG049,FG049,Diaper,2026-01-01,2,69210.0,70699.0571448961,65270.42203950479,76127.69225028741
A,CATBOOST,FG050,FG050,Diaper,2025-11-01,2,25502.0,24867.155371979152,19438.52026658785,30295.790477370458
A,CATBOOST,FG050,FG050,Diaper,2025-12-01,2,29467.0,24488.809006639345,19060.17390124804,29917.44411203065
A,CATBOOST,FG050,FG050,Diaper,2026-01-01,2,21028.0,22789.464481290644,17360.82937589934,28218.09958668195
A,CATBOOST,FG051,FG051,Diaper,2025-11-01,2,22315.0,19602.580669382973,14173.945563991669,25031.21577477428
A,CATBOOST,FG051,FG051,Diaper,2025-12-01,2,20894.0,21316.98340781977,15888.348302428463,26745.618513211077
A,CATBOOST,FG051,FG051,Diaper,2026-01-01,2,19026.0,20037.342345674908,14608.707240283602,25465.977451066217
A,CATBOOST,FG052,FG052,Diaper,2025-11-01,2,59529.0,64114.95167825012,58686.31657285882,69543.58678364143
A,CATBOOST,FG052,FG052,Diaper,2025-12-01,2,63319.0,65749.04400065147,60320.40889526016,71177.67910604278
A,CATBOOST,FG052,FG052,Diaper,2026-01-01,2,61624.0,66383.4063390902,60954.77123369889,71812.04144448151
A,CATBOOST,FG053,FG053,Diaper,2025-11-01,2,49806.0,48561.15110658093,43132.51600118962,53989.78621197224
A,CATBOOST,FG053,FG053,Diaper,2025-12-01,2,64485.0,48266.91005544682,42838.27495005551,53695.545160838126
A,CATBOOST,FG053,FG053,Diaper,2026-01-01,2,48464.0,49689.837590220726,44261.202484829424,55118.47269561203
A,CATBOOST,FG054,FG054,Diaper,2025-11-01,2,60578.0,61789.49391585913,56360.85881046782,67218.12902125044
A,CATBOOST,FG054,FG054,Diaper,2025-12-01,2,68358.0,65788.95101441634,60360.31590902503,71217.58611980765
A,CATBOOST,FG054,FG054,Diaper,2026-01-01,2,69962.0,65785.69858274111,60357.0634773498,71214.33368813242
A,CATBOOST,FG055,FG055,Diaper,2025-11-01,2,16509.0,16137.793352338049,10709.15824694674,21566.42845772935
A,CATBOOST,FG055,FG055,Diaper,2025-12-01,2,16014.0,17685.33470918148,12256.699603790174,23113.969814572785
A,CATBOOST,FG055,FG055,Diaper,2026-01-01,2,16910.0,16210.78602713652,10782.150921745211,21639.421132527823
A,CATBOOST,FG056,FG056,Sanitary,2025-11-01,2,32373.0,32664.982616309793,27236.347510918487,38093.6177217011
A,CATBOOST,FG056,FG056,Sanitary,2025-12-01,2,32169.0,33767.742567388326,28339.10746199702,39196.37767277963
A,CATBOOST,FG056,FG056,Sanitary,2026-01-01,2,30187.0,32413.97266378948,26985.337558398176,37842.60776918079
A,CATBOOST,FG057,FG057,Sanitary,2025-11-01,2,33064.0,36237.26747676162,30808.632371370313,41665.90258215292
A,CATBOOST,FG057,FG057,Sanitary,2025-12-01,2,32262.0,34788.30012348851,29359.665018097203,40216.93522887981
A,CATBOOST,FG057,FG057,Sanitary,2026-01-01,2,30899.0,32885.37894054178,27456.74383515047,38314.01404593309
A,CATBOOST,FG058,FG058,Sanitary,2025-11-01,2,48024.0,46315.15734753381,40886.5222421425,51743.79245292512
A,CATBOOST,FG058,FG058,Sanitary,2025-12-01,2,45853.0,44855.109975088155,39426.474869696845,50283.745080479464
A,CATBOOST,FG058,FG058,Sanitary,2026-01-01,2,39639.0,45436.59177310567,40007.95666771436,50865.22687849698
A,CATBOOST,FG059,FG059,Sanitary,2025-11-01,2,13045.0,16630.796781467172,11202.161676075866,22059.43188685848
A,CATBOOST,FG059,FG059,Sanitary,2025-12-01,2,17338.0,17353.028257227474,11924.393151836168,22781.66336261878
A,CATBOOST,FG059,FG059,Sanitary,2026-01-01,2,14887.0,15513.411473857052,10084.776368465748,20942.04657924836
A,CATBOOST,FG060,FG060,Sanitary,2025-11-01,2,37835.0,39142.03838892111,33713.4032835298,44570.67349431242
A,CATBOOST,FG060,FG060,Sanitary,2025-12-01,2,36664.0,40148.6976815848,34720.06257619349,45577.3327869761
A,CATBOOST,FG060,FG060,Sanitary,2026-01-01,2,35944.0,39053.38882182369,33624.75371643239,44482.02392721499
A,CATBOOST,FG061,FG061,Sanitary,2025-11-01,2,21096.0,19787.974053325102,14359.338947933797,25216.60915871641
A,CATBOOST,FG061,FG061,Sanitary,2025-12-01,2,18071.0,20357.058302480695,14928.423197089389,25785.693407872
A,CATBOOST,FG061,FG061,Sanitary,2026-01-01,2,18979.0,19749.49635305282,14320.861247661513,25178.131458444124
A,CATBOOST,FG062,FG062,Sanitary,2025-11-01,2,17242.0,18557.766442353102,13129.1313369618,23986.40154774441
A,CATBOOST,FG062,FG062,Sanitary,2025-12-01,2,19244.0,18936.361362615735,13507.726257224427,24364.99646800704
A,CATBOOST,FG062,FG062,Sanitary,2026-01-01,2,15219.0,17951.749016027603,12523.113910636295,23380.38412141891
A,CATBOOST,FG063,FG063,Sanitary,2025-11-01,2,40429.0,43721.49854618648,38292.863440795176,49150.13365157778
A,CATBOOST,FG063,FG063,Sanitary,2025-12-01,2,49731.0,44353.036230788566,38924.40112539726,49781.67133617987
A,CATBOOST,FG063,FG063,Sanitary,2026-01-01,2,41032.0,45939.25205540609,40510.61695001478,51367.8871607974
A,CATBOOST,FG064,FG064,Lotion/Cream,2025-11-01,2,23276.0,22962.015595926692,17533.380490535386,28390.650701318
A,CATBOOST,FG064,FG064,Lotion/Cream,2025-12-01,2,19388.0,23809.16013055797,18380.525025166666,29237.795235949277
A,CATBOOST,FG064,FG064,Lotion/Cream,2026-01-01,2,20720.0,22031.904609016176,16603.26950362487,27460.53971440748
A,CATBOOST,FG065,FG065,Lotion/Cream,2025-11-01,2,33059.0,31444.305291419856,26015.67018602855,36872.94039681116
A,CATBOOST,FG065,FG065,Lotion/Cream,2025-12-01,2,33612.0,29358.59504074177,23929.95993535046,34787.23014613307
A,CATBOOST,FG065,FG065,Lotion/Cream,2026-01-01,2,34325.0,28062.672206314517,22634.03710092321,33491.30731170582
A,CATBOOST,FG066,FG066,Lotion/Cream,2025-11-01,2,14430.0,11200.281479009329,5771.646373618023,16628.916584400635
A,CATBOOST,FG066,FG066,Lotion/Cream,2025-12-01,2,14016.0,12233.85742431398,6805.222318922675,17662.492529705287
A,CATBOOST,FG066,FG066,Lotion/Cream,2026-01-01,2,11011.0,10972.313315125815,5543.678209734509,16400.94842051712
A,CATBOOST,FG067,FG067,Lotion/Cream,2025-11-01,2,29378.0,29793.1557591168,24364.520653725493,35221.790864508104
A,CATBOOST,FG067,FG067,Lotion/Cream,2025-12-01,2,33972.0,30233.983872459423,24805.34876706812,35662.61897785073
A,CATBOOST,FG067,FG067,Lotion/Cream,2026-01-01,2,30251.0,28780.08082369407,23351.445718302763,34208.715929085374
A,CATBOOST,FG068,FG068,Lotion/Cream,2025-11-01,2,19051.0,20378.623216879052,14949.988111487746,25807.25832227036
A,CATBOOST,FG068,FG068,Lotion/Cream,2025-12-01,2,22312.0,21202.146542372553,15773.511436981247,26630.78164776386
A,CATBOOST,FG068,FG068,Lotion/Cream,2026-01-01,2,19002.0,20001.738458381627,14573.103352990322,25430.373563772933
A,CATBOOST,FG069,FG069,Lotion/Cream,2025-11-01,2,28411.0,28112.311048380776,22683.67594298947,33540.94615377208
A,CATBOOST,FG069,FG069,Lotion/Cream,2025-12-01,2,30710.0,29817.147609764892,24388.512504373582,35245.782715156194
A,CATBOOST,FG069,FG069,Lotion/Cream,2026-01-01,2,29089.0,27969.364607352407,22540.7295019611,33397.99971274371
A,CATBOOST,FG070,FG070,Lotion/Cream,2025-11-01,2,26128.0,23923.360596516985,18494.72549112568,29351.99570190829
A,CATBOOST,FG070,FG070,Lotion/Cream,2025-12-01,2,25058.0,25751.8033559132,20323.168250521892,31180.438461304504
A,CATBOOST,FG070,FG070,Lotion/Cream,2026-01-01,2,29067.0,24745.016107074363,19316.381001683058,30173.65121246567
A,CATBOOST,FG071,FG071,Lotion/Cream,2025-11-01,2,17027.0,20922.813186943175,15494.178081551869,26351.44829233448
A,CATBOOST,FG071,FG071,Lotion/Cream,2025-12-01,2,21255.0,22680.44073478968,17251.805629398372,28109.075840180984
A,CATBOOST,FG071,FG071,Lotion/Cream,2026-01-01,2,19408.0,21646.5629950773,16217.927889685994,27075.19810046861
A,CATBOOST,FG072,FG072,Lotion/Cream,2025-11-01,2,9069.0,7702.578072240245,2273.9429668489392,13131.213177631553
A,CATBOOST,FG072,FG072,Lotion/Cream,2025-12-01,2,7884.0,7999.9240803751745,2571.2889749838687,13428.55918576648
A,CATBOOST,FG072,FG072,Lotion/Cream,2026-01-01,2,7881.0,7004.351195815652,1575.7160904243465,12432.986301206958
A,CATBOOST,FG073,FG073,Lotion/Cream,2025-11-01,2,30689.0,27108.73563277812,21680.100527386818,32537.370738169426
A,CATBOOST,FG073,FG073,Lotion/Cream,2025-12-01,2,30490.0,27371.72583185745,21943.090726466144,32800.360937248755
A,CATBOOST,FG073,FG073,Lotion/Cream,2026-01-01,2,23763.0,25900.440647167597,20471.80554177629,31329.075752558903
A,CATBOOST,FG074,FG074,Lotion/Cream,2025-11-01,2,6904.0,7304.606275095623,1875.9711697043167,12733.241380486928
A,CATBOOST,FG074,FG074,Lotion/Cream,2025-12-01,2,5098.0,7695.073760795702,2266.438655404396,13123.708866187008
A,CATBOOST,FG074,FG074,Lotion/Cream,2026-01-01,2,7957.0,6630.415961583269,1201.7808561919628,12059.051066974574
A,CATBOOST,FG075,FG075,Lotion/Cream,2025-11-01,2,8147.0,7559.389318551959,2130.7542131606533,12988.024423943263
A,CATBOOST,FG075,FG075,Lotion/Cream,2025-12-01,2,6924.0,8313.010682096101,2884.375576704795,13741.645787487409
A,CATBOOST,FG075,FG075,Lotion/Cream,2026-01-01,2,9099.0,7153.56743314517,1724.9323277538642,12582.202538536476
A,CATBOOST,FG076,FG076,Talc,2025-11-01,2,5771.0,6016.628803510841,587.9936981195351,11445.263908902149
A,CATBOOST,FG076,FG076,Talc,2025-12-01,2,5693.0,6585.308590434892,1156.673485043586,12013.943695826198
A,CATBOOST,FG076,FG076,Talc,2026-01-01,2,6261.0,5380.873086276977,0.0,10809.508191668285
A,CATBOOST,FG077,FG077,Talc,2025-11-01,2,19524.0,22083.205287888515,16654.57018249721,27511.84039327982
A,CATBOOST,FG077,FG077,Talc,2025-12-01,2,21588.0,23181.72643891571,17753.091333524404,28610.361544307016
A,CATBOOST,FG077,FG077,Talc,2026-01-01,2,19224.0,20721.984222167863,15293.349116776555,26150.61932755917
A,CATBOOST,FG078,FG078,Talc,2025-11-01,2,7047.0,10337.63249585864,4908.997390467335,15766.267601249949
A,CATBOOST,FG078,FG078,Talc,2025-12-01,2,7211.0,10191.714240317133,4763.079134925825,15620.349345708437
A,CATBOOST,FG078,FG078,Talc,2026-01-01,2,7532.0,8061.705840087892,2633.0707346965864,13490.340945479198
A,CATBOOST,FG079,FG079,Talc,2025-11-01,2,16208.0,19255.134307168257,13826.499201776953,24683.769412559563
A,CATBOOST,FG079,FG079,Talc,2025-12-01,2,17669.0,18963.89338402148,13535.258278630172,24392.528489412784
A,CATBOOST,FG079,FG079,Talc,2026-01-01,2,13805.0,18226.00641507034,12797.371309679034,23654.64152046165
A,CATBOOST,FG080,FG080,Talc,2025-11-01,2,25474.0,22726.64740773455,17298.012302343242,28155.282513125858
A,CATBOOST,FG080,FG080,Talc,2025-12-01,2,21707.0,25629.954457558568,20201.319352167266,31058.589562949874
A,CATBOOST,FG080,FG080,Talc,2026-01-01,2,25868.0,23544.22856773144,18115.593462340137,28972.863673122745
A,CATBOOST,FG081,FG081,Talc,2025-11-01,2,4818.0,6323.318354499181,894.6832491078749,11751.953459890488
A,CATBOOST,FG081,FG081,Talc,2025-12-01,2,4367.0,6816.75853219063,1388.123426799324,12245.393637581936
A,CATBOOST,FG081,FG081,Talc,2026-01-01,2,6296.0,5565.079141639508,136.44403624820188,10993.714247030814
A,CATBOOST,FG082,FG082,Home Care,2025-11-01,2,35709.0,39997.09514739856,34568.46004200725,45425.73025278987
A,CATBOOST,FG082,FG082,Home Care,2025-12-01,2,41800.0,38626.56103231093,33197.92592691962,44055.19613770224
A,CATBOOST,FG082,FG082,Home Care,2026-01-01,2,24080.0,36858.18218833139,31429.547082940084,42286.81729372269
A,CATBOOST,FG083,FG083,Home Care,2025-11-01,2,31256.0,33008.40317691414,27579.76807152283,38437.03828230544
A,CATBOOST,FG083,FG083,Home Care,2025-12-01,2,36087.0,33224.76049989044,27796.125394499137,38653.39560528175
A,CATBOOST,FG083,FG083,Home Care,2026-01-01,2,38013.0,31267.63057068055,25838.99546528925,36696.26567607186
A,CATBOOST,FG084,FG084,Home Care,2025-11-01,2,26526.0,28956.08636621554,23527.451260824233,34384.72147160684
A,CATBOOST,FG084,FG084,Home Care,2025-12-01,2,28808.0,27555.24731651306,22126.612211121756,32983.88242190437
A,CATBOOST,FG084,FG084,Home Care,2026-01-01,2,24024.0,26901.981129771055,21473.34602437975,32330.61623516236
A,CATBOOST,FG085,FG085,Home Care,2025-11-01,2,7253.0,9195.972586581156,3767.33748118985,14624.607691972462
A,CATBOOST,FG085,FG085,Home Care,2025-12-01,2,8030.0,10236.33809542446,4807.7029900331545,15664.973200815766
A,CATBOOST,FG085,FG085,Home Care,2026-01-01,2,8662.0,8855.073724373819,3426.4386189825127,14283.708829765124
A,CATBOOST,FG086,FG086,Home Care,2025-11-01,2,14545.0,16287.444808045844,10858.809702654538,21716.07991343715
A,CATBOOST,FG086,FG086,Home Care,2025-12-01,2,18227.0,17399.42124813889,11970.786142747584,22828.056353530195
A,CATBOOST,FG086,FG086,Home Care,2026-01-01,2,14175.0,14042.83035586426,8614.195250472954,19471.465461255568
A,CATBOOST,FG087,FG087,Home Care,2025-11-01,2,37464.0,36210.32854745075,30781.693442059444,41638.96365284205
A,CATBOOST,FG087,FG087,Home Care,2025-12-01,2,39325.0,38262.154738190264,32833.519632798954,43690.78984358157
A,CATBOOST,FG087,FG087,Home Care,2026-01-01,2,33718.0,36318.4636212873,30889.828515895995,41747.09872667861
A,CATBOOST,FG088,FG088,Home Care,2025-11-01,2,31259.0,29537.990769571705,24109.3556641804,34966.62587496301
A,CATBOOST,FG088,FG088,Home Care,2025-12-01,2,30614.0,30230.717178763334,24802.082073372032,35659.352284154644
A,CATBOOST,FG088,FG088,Home Care,2026-01-01,2,29959.0,28878.10730649467,23449.472201103363,34306.74241188598
A,CATBOOST,FG089,FG089,Home Care,2025-11-01,2,19135.0,17468.032281047093,12039.397175655788,22896.6673864384
A,CATBOOST,FG089,FG089,Home Care,2025-12-01,2,20958.0,20859.72149827351,15431.086392882204,26288.356603664815
A,CATBOOST,FG089,FG089,Home Care,2026-01-01,2,18041.0,18844.44638835655,13415.811282965244,24273.081493747857
A,CATBOOST,FG090,FG090,Home Care,2025-11-01,2,7871.0,13128.695017851282,7700.059912459976,18557.330123242587
A,CATBOOST,FG090,FG090,Home Care,2025-12-01,2,14445.0,14924.867082904935,9496.231977513631,20353.502188296243
A,CATBOOST,FG090,FG090,Home Care,2026-01-01,2,15859.0,12895.372264129925,7466.737158738619,18324.00736952123
A,CATBOOST,FG091,FG091,Home Care,2025-11-01,2,20300.0,25733.579624283513,20304.944518892207,31162.21472967482
A,CATBOOST,FG091,FG091,Home Care,2025-12-01,2,28820.0,27325.078771017237,21896.44366562593,32753.713876408543
A,CATBOOST,FG091,FG091,Home Care,2026-01-01,2,23684.0,25543.30950108357,20114.674395692266,30971.944606474877
A,CATBOOST,FG092,FG092,Baby Care,2025-11-01,2,18295.0,18496.969717145406,13068.3346117541,23925.604822536712
A,CATBOOST,FG092,FG092,Baby Care,2025-12-01,2,18960.0,17617.409224183197,12188.774118791893,23046.044329574503
A,CATBOOST,FG092,FG092,Baby Care,2026-01-01,2,18313.0,16953.817002025316,11525.18189663401,22382.452107416622
A,CATBOOST,FG093,FG093,Baby Care,2025-11-01,2,9494.0,7178.743128646845,1750.1080232555396,12607.378234038151
A,CATBOOST,FG093,FG093,Baby Care,2025-12-01,2,9923.0,8145.6618088178,2717.0267034264944,13574.296914209106
A,CATBOOST,FG093,FG093,Baby Care,2026-01-01,2,7169.0,7352.310616528259,1923.675511136953,12780.945721919565
A,CATBOOST,FG094,FG094,Baby Care,2025-11-01,2,12733.0,9917.927250939108,4489.292145547803,15346.562356330414
A,CATBOOST,FG094,FG094,Baby Care,2025-12-01,2,13457.0,10124.866595333686,4696.23148994238,15553.501700724992
A,CATBOOST,FG094,FG094,Baby Care,2026-01-01,2,10230.0,9324.906845721063,3896.2717403297574,14753.54195111237
A,CATBOOST,FG095,FG095,Baby Care,2025-11-01,2,20968.0,20584.327439958623,15155.692334567317,26012.96254534993
A,CATBOOST,FG095,FG095,Baby Care,2025-12-01,2,22220.0,22329.915486265032,16901.280380873726,27758.550591656334
A,CATBOOST,FG095,FG095,Baby Care,2026-01-01,2,20041.0,20252.734043183977,14824.09893779267,25681.36914857528
A,CATBOOST,FG096,FG096,Baby Care,2025-11-01,2,6121.0,6606.565265596499,1177.9301602051928,12035.200370987804
A,CATBOOST,FG096,FG096,Baby Care,2025-12-01,2,5684.0,7291.060229902327,1862.4251245110208,12719.695335293633
A,CATBOOST,FG096,FG096,Baby Care,2026-01-01,2,6603.0,6367.505512354834,938.8704069635278,11796.14061774614
A,CATBOOST,FG097,FG097,Baby Care,2025-11-01,2,8239.0,8406.46789062392,2977.8327852326147,13835.102996015226
A,CATBOOST,FG097,FG097,Baby Care,2025-12-01,2,9671.0,9364.967539048255,3936.3324336569494,14793.60264443956
A,CATBOOST,FG097,FG097,Baby Care,2026-01-01,2,10128.0,7973.120878525329,2544.4857731340235,13401.755983916635
A,CATBOOST,FG098,FG098,Baby Care,2025-11-01,2,11449.0,9626.44014610738,4197.805040716074,15055.075251498683
A,CATBOOST,FG098,FG098,Baby Care,2025-12-01,2,9165.0,10215.640130309948,4787.005024918642,15644.275235701254
A,CATBOOST,FG098,FG098,Baby Care,2026-01-01,2,9311.0,8825.549548913132,3396.914443521826,14254.184654304438
A,CATBOOST,FG099,FG099,Combo,2025-11-01,2,7770.0,6370.032811535264,941.3977061439582,11798.66791692657
A,CATBOOST,FG099,FG099,Combo,2025-12-01,2,11536.0,6651.825815758773,1223.1907103674675,12080.46092115008
A,CATBOOST,FG099,FG099,Combo,2026-01-01,2,4362.0,5450.365449809731,21.730344418425375,10879.000555201035
A,CATBOOST,FG100,FG100,Combo,2025-11-01,2,4740.0,5186.694173850483,0.0,10615.329279241789
A,CATBOOST,FG100,FG100,Combo,2025-12-01,2,5140.0,6244.649269434347,816.0141640430411,11673.284374825653
A,CATBOOST,FG100,FG100,Combo,2026-01-01,2,3821.0,4939.0251576624,0.0,10367.660263053704
A,CATBOOST,FG101,FG101,Combo,2025-11-01,2,7154.0,5982.024134499072,553.389029107766,11410.659239890378
A,CATBOOST,FG101,FG101,Combo,2025-12-01,2,6916.0,6658.01827124093,1229.3831658496238,12086.653376632235
A,CATBOOST,FG101,FG101,Combo,2026-01-01,2,3504.0,5041.434805663983,0.0,10470.069911055289
A,CATBOOST,FG102,FG102,Combo,2025-11-01,2,7472.0,6103.428285598598,674.7931802072926,11532.063390989904
A,CATBOOST,FG102,FG102,Combo,2025-12-01,2,10097.0,6336.570749131606,907.9356437403004,11765.205854522912
A,CATBOOST,FG102,FG102,Combo,2026-01-01,2,5348.0,5709.265437971699,280.63033258039286,11137.900543363005
