dataset,model,series_id,fg_code,fg_category,forecast_p50,safety_stock,reorder_point,target_max,on_hand_inventory,suggested_order_qty
C,CATBOOST,15__FG083,FG083,Home Care,32394.033232126654,4090.0,19207.0,51601.0,95367.0,0.0
C,CATBOOST,15__FG085,FG085,Home Care,9244.943065711044,1823.0,9835.0,19080.0,11019.0,8061.0
C,CATBOOST,15__FG088,FG088,Home Care,27724.98124824343,2177.0,16964.0,44689.0,62935.0,0.0
C,CATBOOST,15__FG089,FG089,Home Care,18998.26159532553,4073.0,24971.0,43969.0,45898.0,0.0
C,CATBOOST,15__FG090,FG090,Home Care,13367.954981163157,4211.0,18916.0,32284.0,31992.0,292.0
C,CATBOOST,15__FG092,FG092,Baby Care,19185.408070438927,1837.0,25499.0,44684.0,37780.0,6904.0
C,CATBOOST,15__FG095,FG095,Baby Care,21928.447800418693,1821.0,30328.0,52256.0,42077.0,10179.0
C,CATBOOST,15__FG097,FG097,Baby Care,9130.557920839718,1256.0,6126.0,15257.0,21385.0,0.0
C,CATBOOST,15__FG100,FG100,Combo,6240.113518206983,688.0,3808.0,10048.0,7902.0,2146.0
C,CATBOOST,19__FG001,FG001,Soap,29423.39090073017,2761.0,17473.0,46896.0,65293.0,0.0
C,CATBOOST,19__FG002,FG002,Soap,61897.73229691902,13100.0,77061.0,138959.0,100178.0,38781.0
C,CATBOOST,19__FG003,FG003,Soap,90007.52075369247,24296.0,111303.0,201311.0,237855.0,0.0
C,CATBOOST,19__FG004,FG004,Soap,56175.40505376736,7405.0,46728.0,102903.0,121584.0,0.0
C,CATBOOST,19__FG005,FG005,Soap,39477.08549843508,8029.0,39611.0,79088.0,101748.0,0.0
C,CATBOOST,19__FG006,FG006,Soap,73220.90007772316,15872.0,98856.0,172077.0,114485.0,57592.0
C,CATBOOST,19__FG008,FG008,Soap,41326.19983058696,13863.0,57944.0,99270.0,81707.0,17563.0
C,CATBOOST,19__FG012,FG012,Soap,36559.12807666918,7185.0,51056.0,87615.0,92273.0,0.0
C,CATBOOST,19__FG014,FG014,Soap,64142.422592105424,10306.0,68034.0,132176.0,126114.0,6062.0
C,CATBOOST,19__FG015,FG015,Soap,73727.46948610872,18281.0,96924.0,170651.0,197393.0,0.0
C,CATBOOST,19__FG018,FG018,Shampoo,33521.97282423638,8726.0,26604.0,60126.0,63647.0,0.0
C,CATBOOST,19__FG020,FG020,Shampoo,50231.266150187534,14805.0,56664.0,106895.0,113612.0,0.0
C,CATBOOST,19__FG021,FG021,Shampoo,43698.2145283942,7419.0,39464.0,83162.0,54361.0,28801.0
C,CATBOOST,19__FG024,FG024,Shampoo,40542.612163945174,7385.0,53333.0,93876.0,128622.0,0.0
C,CATBOOST,19__FG026,FG026,Shampoo,41321.37385622213,15124.0,59200.0,100521.0,113450.0,0.0
C,CATBOOST,19__FG029,FG029,Shampoo,20805.67090473724,5378.0,22023.0,42829.0,39177.0,3652.0
C,CATBOOST,19__FG032,FG032,Shampoo,16482.843978333272,1469.0,9710.0,26193.0,41252.0,0.0
C,CATBOOST,19__FG034,FG034,Liquid Wash,45899.70859371,10352.0,54722.0,100622.0,147926.0,0.0
C,CATBOOST,19__FG035,FG035,Liquid Wash,38952.187667455735,6475.0,48024.0,86976.0,76342.0,10634.0
C,CATBOOST,19__FG036,FG036,Liquid Wash,44620.613774386205,5370.0,26193.0,70814.0,138075.0,0.0
C,CATBOOST,19__FG039,FG039,Liquid Wash,14373.120776552263,4211.0,11398.0,25771.0,37488.0,0.0
C,CATBOOST,19__FG049,FG049,Diaper,71816.39060995894,14498.0,81527.0,153343.0,102505.0,50838.0
C,CATBOOST,19__FG053,FG053,Diaper,53541.04053390578,19692.0,57171.0,110712.0,150854.0,0.0
C,CATBOOST,19__FG056,FG056,Sanitary,31504.57436438839,3747.0,14249.0,45754.0,82976.0,0.0
C,CATBOOST,19__FG057,FG057,Sanitary,30663.23177170307,6906.0,33481.0,64144.0,83966.0,0.0
C,CATBOOST,19__FG058,FG058,Sanitary,45854.08837583884,6049.0,28976.0,74830.0,81989.0,0.0
C,CATBOOST,19__FG059,FG059,Sanitary,17242.16216623185,1963.0,15757.0,32999.0,48412.0,0.0
C,CATBOOST,19__FG063,FG063,Sanitary,43419.82116716584,3262.0,37998.0,81418.0,67531.0,13887.0
C,CATBOOST,19__FG064,FG064,Lotion/Cream,23069.004940493895,6928.0,36149.0,59218.0,57094.0,2124.0
C,CATBOOST,19__FG065,FG065,Lotion/Cream,28444.386215663035,6033.0,24996.0,53440.0,74153.0,0.0
C,CATBOOST,19__FG067,FG067,Lotion/Cream,28092.556710078956,7643.0,40418.0,68511.0,62628.0,5883.0
C,CATBOOST,19__FG068,FG068,Lotion/Cream,19729.73380844716,1650.0,12830.0,32560.0,58542.0,0.0
C,CATBOOST,19__FG069,FG069,Lotion/Cream,30394.08259191424,4884.0,15015.0,45409.0,81436.0,0.0
C,CATBOOST,19__FG070,FG070,Lotion/Cream,24616.33850827681,4055.0,24569.0,49185.0,38364.0,10821.0
C,CATBOOST,19__FG071,FG071,Lotion/Cream,22182.437100248026,9181.0,35800.0,57982.0,60035.0,0.0
C,CATBOOST,19__FG072,FG072,Lotion/Cream,8051.679432112154,1291.0,5317.0,13369.0,9316.0,4053.0
C,CATBOOST,19__FG074,FG074,Lotion/Cream,7664.332954515346,1717.0,5549.0,13213.0,17354.0,0.0
C,CATBOOST,19__FG076,FG076,Talc,6212.501313264054,1534.0,6504.0,12717.0,7928.0,4789.0
C,CATBOOST,19__FG078,FG078,Talc,9610.75816805932,1714.0,6519.0,16130.0,20133.0,0.0
C,CATBOOST,19__FG083,FG083,Home Care,34449.31738458774,3564.0,18492.0,52941.0,99308.0,0.0
C,CATBOOST,19__FG084,FG084,Home Care,28248.971955753597,4227.0,35301.0,63550.0,45979.0,17571.0
C,CATBOOST,19__FG085,FG085,Home Care,9530.381067918815,2135.0,11665.0,21195.0,11754.0,9441.0
C,CATBOOST,19__FG086,FG086,Home Care,19041.981209899808,2617.0,23563.0,42605.0,45971.0,0.0
C,CATBOOST,19__FG087,FG087,Home Care,41751.64010100954,4149.0,19458.0,61210.0,97062.0,0.0
C,CATBOOST,19__FG088,FG088,Home Care,30506.67656499846,4633.0,22937.0,53444.0,60923.0,0.0
C,CATBOOST,19__FG089,FG089,Home Care,21339.08975328288,5775.0,26403.0,47742.0,51346.0,0.0
C,CATBOOST,19__FG091,FG091,Home Care,30034.69759778739,9927.0,29950.0,59985.0,67435.0,0.0
C,CATBOOST,19__FG092,FG092,Baby Care,20145.020289901982,2690.0,26193.0,46338.0,39797.0,6541.0
C,CATBOOST,19__FG094,FG094,Baby Care,9701.66413796587,2382.0,9173.0,18875.0,23769.0,0.0
C,CATBOOST,19__FG103,FG103,Combo,5616.812118106167,3721.0,9525.0,15142.0,9076.0,6066.0
C,CATBOOST,25__FG001,FG001,Soap,22746.95537977202,3096.0,14469.0,37216.0,65440.0,0.0
C,CATBOOST,25__FG002,FG002,Soap,45580.28075232148,5212.0,50792.0,96372.0,85448.0,10924.0
C,CATBOOST,25__FG004,FG004,Soap,43066.48355688779,4641.0,39094.0,82160.0,117216.0,0.0
C,CATBOOST,25__FG006,FG006,Soap,55825.354517603264,10599.0,83172.0,138997.0,103825.0,35172.0
C,CATBOOST,25__FG008,FG008,Soap,34265.82675701467,3995.0,41687.0,75953.0,69460.0,6493.0
C,CATBOOST,25__FG009,FG009,Soap,28604.8457419588,3771.0,21887.0,50492.0,48289.0,2203.0
C,CATBOOST,25__FG010,FG010,Soap,67723.85040648673,4665.0,31755.0,99479.0,180161.0,0.0
C,CATBOOST,25__FG011,FG011,Soap,54360.78504692321,6756.0,48433.0,102794.0,119597.0,0.0
C,CATBOOST,25__FG013,FG013,Soap,70274.03077934161,22516.0,97475.0,167749.0,256776.0,0.0
C,CATBOOST,25__FG014,FG014,Soap,49245.458759640744,3175.0,49137.0,98382.0,123577.0,0.0
C,CATBOOST,25__FG015,FG015,Soap,59733.72568012084,16966.0,72717.0,132451.0,162995.0,0.0
C,CATBOOST,25__FG016,FG016,Shampoo,21612.04979049392,5568.0,28621.0,50233.0,40677.0,9556.0
C,CATBOOST,25__FG021,FG021,Shampoo,34924.26469791735,5851.0,36119.0,71043.0,45164.0,25879.0
C,CATBOOST,25__FG023,FG023,Shampoo,33682.130026760686,2578.0,21665.0,55347.0,109309.0,0.0
C,CATBOOST,25__FG024,FG024,Shampoo,31130.395977352313,5300.0,40581.0,71711.0,119783.0,0.0
C,CATBOOST,25__FG025,FG025,Shampoo,19992.764214977567,4562.0,25221.0,45214.0,59312.0,0.0
C,CATBOOST,25__FG029,FG029,Shampoo,16619.15283763994,2754.0,17157.0,33776.0,40514.0,0.0
C,CATBOOST,25__FG030,FG030,Shampoo,37238.47549572716,3333.0,34365.0,71603.0,101546.0,0.0
C,CATBOOST,25__FG031,FG031,Shampoo,55627.52398186003,5758.0,42843.0,98471.0,134311.0,0.0
C,CATBOOST,25__FG033,FG033,Shampoo,41834.96839601728,1825.0,21348.0,63183.0,79344.0,0.0
C,CATBOOST,25__FG034,FG034,Liquid Wash,33655.522816204095,4858.0,31782.0,65438.0,124605.0,0.0
C,CATBOOST,25__FG038,FG038,Liquid Wash,26110.067136933412,2281.0,31002.0,57112.0,59168.0,0.0
C,CATBOOST,25__FG039,FG039,Liquid Wash,11435.418973727872,5037.0,11898.0,23333.0,37081.0,0.0
C,CATBOOST,25__FG048,FG048,Diaper,28169.745870841216,5168.0,39911.0,68081.0,62486.0,5595.0
C,CATBOOST,25__FG049,FG049,Diaper,54409.91286985084,5098.0,55881.0,110291.0,104849.0,5442.0
C,CATBOOST,25__FG051,FG051,Diaper,16562.20578029383,1877.0,17335.0,33897.0,36692.0,0.0
C,CATBOOST,25__FG052,FG052,Diaper,51577.130990579695,4303.0,40407.0,91984.0,92393.0,0.0
C,CATBOOST,25__FG055,FG055,Diaper,13326.68167370404,1771.0,11544.0,24871.0,36072.0,0.0
C,CATBOOST,25__FG059,FG059,Sanitary,11963.785357493984,1382.0,13346.0,25310.0,43895.0,0.0
C,CATBOOST,25__FG063,FG063,Sanitary,31537.22712215992,3942.0,31274.0,62811.0,53803.0,9008.0
C,CATBOOST,25__FG064,FG064,Lotion/Cream,18114.079817534937,6420.0,31780.0,49894.0,49086.0,808.0
C,CATBOOST,25__FG069,FG069,Lotion/Cream,23961.35328126124,3193.0,12778.0,36739.0,73367.0,0.0
C,CATBOOST,25__FG074,FG074,Lotion/Cream,7155.301679196664,1506.0,4607.0,11762.0,15332.0,0.0
C,CATBOOST,25__FG076,FG076,Talc,5798.085220112374,570.0,5402.0,11200.0,6880.0,4320.0
C,CATBOOST,25__FG077,FG077,Talc,16117.994995583444,3221.0,16115.0,32233.0,38986.0,0.0
C,CATBOOST,25__FG078,FG078,Talc,7257.4263126982,864.0,5218.0,12475.0,19642.0,0.0
C,CATBOOST,25__FG079,FG079,Talc,13401.61141571077,1311.0,12926.0,26328.0,38613.0,0.0
C,CATBOOST,25__FG083,FG083,Home Care,24921.337614110307,3150.0,11457.0,36378.0,80068.0,0.0
C,CATBOOST,25__FG084,FG084,Home Care,21627.824727140043,1368.0,26600.0,48228.0,39405.0,8823.0
C,CATBOOST,25__FG088,FG088,Home Care,21792.195923371342,5114.0,19642.0,41434.0,55025.0,0.0
C,CATBOOST,25__FG090,FG090,Home Care,11371.828760141469,2832.0,15341.0,26713.0,26963.0,0.0
C,CATBOOST,25__FG092,FG092,Baby Care,14794.033168929784,2089.0,18362.0,33156.0,33119.0,37.0
C,CATBOOST,25__FG095,FG095,Baby Care,17490.840085951946,1704.0,22110.0,39601.0,35493.0,4108.0
C,CATBOOST,25__FG097,FG097,Baby Care,8126.858092541842,558.0,4621.0,12748.0,22034.0,0.0
C,CATBOOST,25__FG098,FG098,Baby Care,8768.634269888858,2418.0,10602.0,19371.0,18452.0,919.0
C,CATBOOST,25__FG103,FG103,Combo,5467.03668652327,1131.0,6780.0,12247.0,7396.0,4851.0
C,CATBOOST,26__FG001,FG001,Soap,22207.877317869392,2297.0,13401.0,35609.0,71762.0,0.0
C,CATBOOST,26__FG005,FG005,Soap,31918.61299030743,12612.0,37083.0,69002.0,90384.0,0.0
C,CATBOOST,26__FG006,FG006,Soap,48782.30218991637,4325.0,61238.0,110020.0,111998.0,0.0
C,CATBOOST,26__FG007,FG007,Soap,34790.748195764354,3008.0,23882.0,58673.0,153634.0,0.0
C,CATBOOST,26__FG009,FG009,Soap,26668.811273343166,4703.0,22482.0,49151.0,45769.0,3382.0
C,CATBOOST,26__FG010,FG010,Soap,65098.4097856433,10472.0,36511.0,101609.0,196780.0,0.0
C,CATBOOST,26__FG011,FG011,Soap,49701.31294713751,7262.0,51993.0,101694.0,138515.0,0.0
C,CATBOOST,26__FG013,FG013,Soap,67117.60128129796,27385.0,101214.0,168332.0,246054.0,0.0
C,CATBOOST,26__FG015,FG015,Soap,51542.88165038817,17669.0,72648.0,124191.0,173455.0,0.0
C,CATBOOST,26__FG016,FG016,Shampoo,23187.563473486312,8929.0,35208.0,58396.0,45942.0,12454.0
C,CATBOOST,26__FG018,FG018,Shampoo,28955.55950098524,11736.0,25249.0,54205.0,64308.0,0.0
C,CATBOOST,26__FG019,FG019,Shampoo,48353.3865508033,12657.0,65846.0,114199.0,157037.0,0.0
C,CATBOOST,26__FG021,FG021,Shampoo,34130.73854756848,6838.0,33005.0,67136.0,49732.0,17404.0
C,CATBOOST,26__FG023,FG023,Shampoo,33823.60021240594,5733.0,28282.0,62106.0,129520.0,0.0
C,CATBOOST,26__FG024,FG024,Shampoo,31406.79154887485,6427.0,40974.0,72381.0,123221.0,0.0
C,CATBOOST,26__FG026,FG026,Shampoo,32689.279540560456,13534.0,44044.0,76733.0,102946.0,0.0
C,CATBOOST,26__FG027,FG027,Shampoo,42147.04696027559,3627.0,35940.0,78087.0,130940.0,0.0
C,CATBOOST,26__FG029,FG029,Shampoo,16732.861552131904,4832.0,18776.0,35509.0,37477.0,0.0
C,CATBOOST,26__FG032,FG032,Shampoo,13097.125828843577,2745.0,9294.0,22391.0,35603.0,0.0
C,CATBOOST,26__FG033,FG033,Shampoo,40440.10746802325,1267.0,17443.0,57883.0,84273.0,0.0
C,CATBOOST,26__FG034,FG034,Liquid Wash,37863.66252164721,10605.0,47207.0,85071.0,144198.0,0.0
C,CATBOOST,26__FG037,FG037,Liquid Wash,17519.521926080313,3882.0,21402.0,38922.0,37276.0,1646.0
C,CATBOOST,26__FG039,FG039,Liquid Wash,12994.947189164195,4815.0,11312.0,24307.0,37121.0,0.0
C,CATBOOST,26__FG040,FG040,Liquid Wash,18443.264488581077,5005.0,20989.0,39432.0,30754.0,8678.0
C,CATBOOST,26__FG042,FG042,Liquid Wash,22587.5411042757,9785.0,31620.0,54208.0,60873.0,0.0
C,CATBOOST,26__FG044,FG044,Diaper,39225.51485395566,3990.0,31448.0,70674.0,61180.0,9494.0
C,CATBOOST,26__FG045,FG045,Diaper,57880.50315265276,14837.0,36060.0,93941.0,105504.0,0.0
C,CATBOOST,26__FG048,FG048,Diaper,31126.38140189051,6811.0,45200.0,76326.0,61353.0,14973.0
C,CATBOOST,26__FG050,FG050,Diaper,22676.060068652445,7352.0,32296.0,54972.0,32984.0,21988.0
C,CATBOOST,26__FG051,FG051,Diaper,17711.062084165973,1991.0,18521.0,36232.0,35500.0,732.0
C,CATBOOST,26__FG054,FG054,Diaper,57698.36835220457,10235.0,58317.0,116015.0,118483.0,0.0
C,CATBOOST,26__FG056,FG056,Sanitary,26048.07476516669,1964.0,11515.0,37563.0,82716.0,0.0
C,CATBOOST,26__FG057,FG057,Sanitary,27966.23715807373,699.0,21208.0,49174.0,72315.0,0.0
C,CATBOOST,26__FG061,FG061,Sanitary,17126.479560070766,3536.0,21233.0,38359.0,42344.0,0.0
C,CATBOOST,26__FG062,FG062,Sanitary,15766.41506600278,3356.0,17546.0,33312.0,23147.0,10165.0
C,CATBOOST,26__FG064,FG064,Lotion/Cream,20267.099324197938,3438.0,29785.0,50052.0,57582.0,0.0
C,CATBOOST,26__FG065,FG065,Lotion/Cream,23765.59349626508,2649.0,18493.0,42259.0,62570.0,0.0
C,CATBOOST,26__FG066,FG066,Lotion/Cream,9417.116569611631,2405.0,8369.0,17786.0,21943.0,0.0
C,CATBOOST,26__FG068,FG068,Lotion/Cream,15655.318199222716,3480.0,11830.0,27485.0,49742.0,0.0
C,CATBOOST,26__FG070,FG070,Lotion/Cream,21086.014602834577,7314.0,24183.0,45269.0,37947.0,7322.0
C,CATBOOST,26__FG074,FG074,Lotion/Cream,7008.32479279126,1267.0,4538.0,11546.0,15010.0,0.0
C,CATBOOST,26__FG075,FG075,Lotion/Cream,7072.774062339356,1755.0,8120.0,15193.0,12343.0,2850.0
C,CATBOOST,26__FG076,FG076,Talc,5805.443543358793,1525.0,6750.0,12555.0,8463.0,4092.0
C,CATBOOST,26__FG077,FG077,Talc,16254.226625021744,1800.0,13178.0,29432.0,35500.0,0.0
C,CATBOOST,26__FG079,FG079,Talc,14399.182518867325,8559.0,20078.0,34477.0,41136.0,0.0
C,CATBOOST,26__FG080,FG080,Talc,22197.04273238483,4279.0,23516.0,45713.0,67512.0,0.0
C,CATBOOST,26__FG082,FG082,Home Care,31848.431941041646,6863.0,35527.0,67375.0,88976.0,0.0
C,CATBOOST,26__FG084,FG084,Home Care,22072.60161217615,3480.0,27024.0,49097.0,36274.0,12823.0
C,CATBOOST,26__FG085,FG085,Home Care,8222.370675938333,1425.0,8277.0,16499.0,11710.0,4789.0
C,CATBOOST,26__FG087,FG087,Home Care,31933.553058464153,2524.0,16362.0,48296.0,96793.0,0.0
C,CATBOOST,26__FG088,FG088,Home Care,22971.262555899862,7640.0,21423.0,44394.0,54896.0,0.0
C,CATBOOST,26__FG089,FG089,Home Care,16779.528554778535,4811.0,21031.0,37811.0,43395.0,0.0
C,CATBOOST,26__FG090,FG090,Home Care,12677.977174276471,5778.0,20569.0,33247.0,28789.0,4458.0
C,CATBOOST,26__FG091,FG091,Home Care,21946.48759466376,2332.0,20621.0,42567.0,70387.0,0.0
C,CATBOOST,26__FG097,FG097,Baby Care,8066.456760630874,800.0,4833.0,12899.0,20832.0,0.0
C,CATBOOST,26__FG099,FG099,Combo,6275.737268040659,3356.0,8167.0,14443.0,15817.0,0.0
C,CATBOOST,26__FG100,FG100,Combo,5906.276370604882,937.0,3496.0,9402.0,7678.0,1724.0
C,CATBOOST,26__FG101,FG101,Combo,5932.582500576045,2273.0,8601.0,14534.0,15838.0,0.0
C,CATBOOST,26__FG103,FG103,Combo,5465.716391425059,1112.0,6578.0,12044.0,7960.0,4084.0
C,CATBOOST,27__FG005,FG005,Soap,42271.2792299928,16961.0,50778.0,93049.0,100025.0,0.0
C,CATBOOST,27__FG007,FG007,Soap,44625.1590689388,3723.0,27523.0,72148.0,157481.0,0.0
C,CATBOOST,27__FG008,FG008,Soap,43948.20115005605,14684.0,58632.0,102580.0,87196.0,15384.0
C,CATBOOST,27__FG009,FG009,Soap,39194.07315778038,3010.0,27833.0,67027.0,48748.0,18279.0
C,CATBOOST,27__FG010,FG010,Soap,87984.06125656917,8059.0,49118.0,137102.0,206846.0,0.0
C,CATBOOST,27__FG011,FG011,Soap,70846.89086478221,12957.0,74358.0,145205.0,132511.0,12694.0
C,CATBOOST,27__FG013,FG013,Soap,87405.52621853612,31589.0,127735.0,215141.0,271293.0,0.0
C,CATBOOST,27__FG014,FG014,Soap,65058.23956001071,11683.0,76741.0,141799.0,118844.0,22955.0
C,CATBOOST,27__FG016,FG016,Shampoo,27734.721318229254,5480.0,33215.0,60950.0,44328.0,16622.0
C,CATBOOST,27__FG018,FG018,Shampoo,36239.71206778521,9093.0,24797.0,61037.0,64200.0,0.0
C,CATBOOST,27__FG021,FG021,Shampoo,43434.253133013146,5652.0,37504.0,80938.0,48051.0,32887.0
C,CATBOOST,27__FG022,FG022,Shampoo,52367.72812043504,4502.0,39414.0,91782.0,95588.0,0.0
C,CATBOOST,27__FG024,FG024,Shampoo,40077.706796099286,4237.0,48322.0,88400.0,119491.0,0.0
C,CATBOOST,27__FG025,FG025,Shampoo,25198.056670965103,4724.0,30762.0,55960.0,65690.0,0.0
C,CATBOOST,27__FG028,FG028,Shampoo,40247.42506290539,13177.0,57449.0,97696.0,91587.0,6109.0
C,CATBOOST,27__FG030,FG030,Shampoo,47087.34799359121,2257.0,39927.0,87014.0,123782.0,0.0
C,CATBOOST,27__FG034,FG034,Liquid Wash,42478.037415622486,7051.0,45281.0,87759.0,137550.0,0.0
C,CATBOOST,27__FG035,FG035,Liquid Wash,37843.059022195695,8530.0,52680.0,90523.0,73612.0,16911.0
C,CATBOOST,27__FG036,FG036,Liquid Wash,41027.59279288215,7946.0,28460.0,69488.0,132265.0,0.0
C,CATBOOST,27__FG037,FG037,Liquid Wash,18864.292042440895,3245.0,23367.0,42231.0,42583.0,0.0
C,CATBOOST,27__FG040,FG040,Liquid Wash,20924.38260010225,3800.0,21237.0,42161.0,32295.0,9866.0
C,CATBOOST,27__FG042,FG042,Liquid Wash,24198.15745464587,4803.0,28195.0,52393.0,58559.0,0.0
C,CATBOOST,27__FG044,FG044,Diaper,46033.391294344474,3657.0,42018.0,88051.0,64918.0,23133.0
C,CATBOOST,27__FG047,FG047,Diaper,19907.844752144996,4259.0,19522.0,39430.0,58000.0,0.0
C,CATBOOST,27__FG048,FG048,Diaper,36756.20902107511,5295.0,45727.0,82483.0,67850.0,14633.0
C,CATBOOST,27__FG051,FG051,Diaper,20551.195980759356,1841.0,21707.0,42258.0,40953.0,1305.0
C,CATBOOST,27__FG054,FG054,Diaper,67957.1938154749,36237.0,92868.0,160825.0,113284.0,47541.0
C,CATBOOST,27__FG058,FG058,Sanitary,47319.98529804297,8234.0,33471.0,80791.0,81160.0,0.0
C,CATBOOST,27__FG060,FG060,Sanitary,41114.85223202977,8081.0,56048.0,97163.0,84215.0,12948.0
C,CATBOOST,27__FG065,FG065,Lotion/Cream,31151.330244500987,1933.0,21662.0,52813.0,72901.0,0.0
C,CATBOOST,27__FG066,FG066,Lotion/Cream,11262.646906469918,2061.0,8819.0,20082.0,23659.0,0.0
C,CATBOOST,27__FG068,FG068,Lotion/Cream,19962.82946770328,1049.0,13692.0,33655.0,50511.0,0.0
C,CATBOOST,27__FG072,FG072,Lotion/Cream,8057.684943599229,2080.0,6109.0,14167.0,10350.0,3817.0
C,CATBOOST,27__FG073,FG073,Lotion/Cream,25999.803192874184,6224.0,24424.0,50424.0,73466.0,0.0
C,CATBOOST,27__FG074,FG074,Lotion/Cream,7624.252246532716,1816.0,4866.0,12490.0,15507.0,0.0
C,CATBOOST,27__FG076,FG076,Talc,6400.561477606762,1244.0,6151.0,12552.0,8141.0,4411.0
C,CATBOOST,27__FG077,FG077,Talc,21492.307218191057,2051.0,19245.0,40737.0,43042.0,0.0
C,CATBOOST,27__FG078,FG078,Talc,9823.858083424984,5204.0,11098.0,20922.0,23967.0,0.0
C,CATBOOST,27__FG079,FG079,Talc,18284.403253959623,2880.0,16898.0,35182.0,41102.0,0.0
C,CATBOOST,27__FG080,FG080,Talc,27407.53473567412,5074.0,29741.0,57149.0,63901.0,0.0
C,CATBOOST,27__FG083,FG083,Home Care,33033.9382659338,4655.0,21172.0,54206.0,101927.0,0.0
C,CATBOOST,27__FG085,FG085,Home Care,9525.989665794572,1483.0,9739.0,19265.0,11025.0,8240.0
C,CATBOOST,27__FG087,FG087,Home Care,39039.50265420683,6399.0,24617.0,63657.0,96091.0,0.0
C,CATBOOST,27__FG088,FG088,Home Care,27123.868887715435,5105.0,20475.0,47599.0,61826.0,0.0
C,CATBOOST,27__FG089,FG089,Home Care,19872.351497924396,4569.0,24441.0,44313.0,48032.0,0.0
C,CATBOOST,27__FG091,FG091,Home Care,28043.35279790051,6105.0,25735.0,53778.0,72725.0,0.0
C,CATBOOST,27__FG092,FG092,Baby Care,19623.3308022023,2027.0,22959.0,42582.0,39225.0,3357.0
C,CATBOOST,27__FG093,FG093,Baby Care,8047.189837285299,1661.0,11049.0,19096.0,17918.0,1178.0
C,CATBOOST,27__FG101,FG101,Combo,6185.649977314784,5562.0,12779.0,18965.0,17790.0,1175.0
C,CATBOOST,27__FG102,FG102,Combo,6423.07834150465,1304.0,5158.0,11581.0,24004.0,0.0
C,CATBOOST,27__FG103,FG103,Combo,5539.391412416679,1747.0,7840.0,13379.0,8882.0,4497.0
C,CATBOOST,32__FG001,FG001,Soap,30899.69132712775,3381.0,18831.0,49731.0,76940.0,0.0
C,CATBOOST,32__FG002,FG002,Soap,63829.26292118693,11382.0,73084.0,136913.0,93865.0,43048.0
C,CATBOOST,32__FG003,FG003,Soap,90332.75078243388,19052.0,109385.0,199718.0,249599.0,0.0
C,CATBOOST,32__FG005,FG005,Soap,44117.82152264869,12069.0,47363.0,91481.0,91739.0,0.0
C,CATBOOST,32__FG006,FG006,Soap,72036.19632854134,9142.0,88382.0,160418.0,120924.0,39494.0
C,CATBOOST,32__FG008,FG008,Soap,47117.93569902078,9300.0,54847.0,101965.0,80306.0,21659.0
C,CATBOOST,32__FG013,FG013,Soap,87085.5991586197,37863.0,124949.0,212035.0,278131.0,0.0
C,CATBOOST,32__FG014,FG014,Soap,66541.91636238593,5469.0,69793.0,136335.0,115523.0,20812.0
C,CATBOOST,32__FG016,FG016,Shampoo,28802.980760003895,3933.0,34656.0,63459.0,47741.0,15718.0
C,CATBOOST,32__FG018,FG018,Shampoo,35919.45917359469,7950.0,27107.0,63026.0,60978.0,2048.0
C,CATBOOST,32__FG019,FG019,Shampoo,63164.00167369718,16955.0,86435.0,149599.0,172121.0,0.0
C,CATBOOST,32__FG020,FG020,Shampoo,51448.770368558224,17052.0,61641.0,113090.0,101894.0,11196.0
C,CATBOOST,32__FG022,FG022,Shampoo,53378.650315446255,6506.0,43871.0,97250.0,105591.0,0.0
C,CATBOOST,32__FG024,FG024,Shampoo,39808.20731567962,6607.0,51723.0,91531.0,124758.0,0.0
C,CATBOOST,32__FG025,FG025,Shampoo,25493.550573744895,4970.0,33013.0,58507.0,63563.0,0.0
C,CATBOOST,32__FG026,FG026,Shampoo,40115.584533835296,13578.0,55031.0,95147.0,115319.0,0.0
C,CATBOOST,32__FG027,FG027,Shampoo,54444.60826601905,5997.0,45923.0,100368.0,144062.0,0.0
C,CATBOOST,32__FG028,FG028,Shampoo,40304.748086830805,10905.0,53897.0,94202.0,89843.0,4359.0
C,CATBOOST,32__FG030,FG030,Shampoo,48244.59069136217,5157.0,43753.0,91998.0,126296.0,0.0
C,CATBOOST,32__FG031,FG031,Shampoo,70293.42571549705,5568.0,52430.0,122723.0,164227.0,0.0
C,CATBOOST,32__FG032,FG032,Shampoo,17164.72699236481,1509.0,10091.0,27256.0,42437.0,0.0
C,CATBOOST,32__FG033,FG033,Shampoo,51285.46974825856,4162.0,28095.0,79380.0,88410.0,0.0
C,CATBOOST,32__FG035,FG035,Liquid Wash,46794.00314592913,9008.0,57362.0,104156.0,80817.0,23339.0
C,CATBOOST,32__FG036,FG036,Liquid Wash,48556.25062938771,11876.0,36154.0,84710.0,138507.0,0.0
C,CATBOOST,32__FG038,FG038,Liquid Wash,39289.82945627724,5248.0,57634.0,96924.0,64570.0,32354.0
C,CATBOOST,32__FG039,FG039,Liquid Wash,16680.253564605646,3603.0,11387.0,28067.0,38446.0,0.0
C,CATBOOST,32__FG040,FG040,Liquid Wash,24350.699579186505,1904.0,23820.0,48171.0,34052.0,14119.0
C,CATBOOST,32__FG041,FG041,Liquid Wash,17099.908955060906,1976.0,11096.0,28196.0,31425.0,0.0
C,CATBOOST,32__FG043,FG043,Liquid Wash,44828.0572552262,4833.0,57132.0,101960.0,95280.0,6680.0
