Material Code,,Description,Supply Plan,,,,,Buffer days, future average ,lead time,lead time months,EX,variance (demand),Variance lead time demand,ROP,ROP in days,Buffer stock,,Maximum stock,Stacking quantity,MOQ,Difference,Order Delivery,Order Quantity,,Pallet requirement,Pallet requirement,,,Issuing,,,,,,
,,,Jul SP,Aug SP,Sep SP,Oct SP,Nov SP,,,,,,,,,,,Buffer Days,,,,,,,,,,,,,,,,,,
101739,Other,SAFFRON, 0 , 0 , 0 , 0 , 0 , 30 , 0 ,15,0.5, 0.00 ,1.64668E-08,0.00014881, 0.00 , 43.29 ,0.00018692, 35.53 , 0 ,0.05,0.01, 0 , 30 , 0 , -   , 0.20 , 1 ,193000,1966.075646,1,,,,,,
101740,Drum,LAVENDER OIL, 0 , 0 , 0 , 0 , 0 , 30 , 0 ,15,0.5, 0.07 ,0,0, 0.07 , 15.00 ,0, -   , 1 ,2,1, 1 , 30 , 1 , -   , 0.50 , 1 ,375.15,375.15,31,,,,,,
101742,Drum,PINK PETAL TOUCH - FRAGRANCE, 14 , 11 , 11 , 11 , 11 , 30 , 18 ,60,2, 35.12 ,1.386898077,2.731373672, 37.85 , 64.67 ,3.430871808, 5.86 , 28 ,225,25, 7 , 30 , 25 , -   , 0.13 , 1 ,3593.84,102176.0043,49,,,,,,
101760,Drum,GREEN PASTURES (Srilex 1915), 317 , 183 , 262 , 151 , 183 , 30 , 274 ,75,2.5, 685.24 ,4657.594475,176.967978, 862.21 , 94.37 ,222.2890456, 24.33 , 359 ,500,50, (224), 15 , 137 , (87), 0.72 , 1 ,2158.55,775645.8886,32,,,,,,
101766,Drum,GOLDEN GLOW, 52 , 9 , 22 , 42 , 5 , 30 , 25 ,60,2, 50.03 ,417.8227147,47.40835314, 97.44 , 116.86 ,59.54951674, 71.42 , 85 ,225,25, (0), 30 , 25 , (0), 0.38 , 1 ,5402.01,456815.4765,83,,,,,,
101768,Drum,ELEGANT WHITE, 11 , 9 , 9 , 9 , 9 , 30 , 13 ,60,2, 25.57 ,0.699751042,1.94012907, 27.51 , 64.55 ,2.436991392, 5.72 , 27 ,225,25, 12 , 30 , 25 , -   , 0.12 , 1 ,3412.06,93616.66085,33,,,,,,
101783,Drum,MYSTIC PURPLE, 9 , 9 , 9 , 9 , 9 , 30 , 13 ,60,2, 26.55 ,0,0, 26.55 , 60.00 ,0, -   , 25 ,225,25, 12 , 30 , 25 , -   , 0.11 , 1 ,3655.41,91385.25,32,,,,,,
101784,Drum,Lavender HS , 4 , 6 , 2 , 4 , 4 , 30 , 4 ,75,2.5, 10.70 ,2.411053914,4.026403671, 14.73 , 103.22 ,5.05755583, 35.44 , 30 ,25,25, 21 , 30 , 25 , -   , 1.20 , 2 ,2822.88,84848.8732,40,,,,,,
101785,Drum,Waterlily Mist, 287 , 146 , 230 , 231 , 209 , 30 , 224 ,60,2, 448.75 ,2580.070744,117.8079647, 566.56 , 75.75 ,147.9782971, 19.79 , 328 ,720,180, (44), 15 , 112 , 68 , 0.46 , 1 ,2214.5,726307.939,18,,,,,,
101786,Drum,HYDRA NOURISHING, 8 , 8 , 8 , 16 , 1 , 30 , 9 ,60,2, 17.52 ,28.85358503,12.45829862, 29.98 , 102.67 ,15.64883851, 53.60 , 41 ,225,25, 16 , 30 , 25 , -   , 0.18 , 1 ,4591.06,186621.2566,62,,,,,,
101793,Drum,FLEXONYL YELLOW G 30, 121 , 42 , 58 , 58 , 58 , 30 , 93 ,60,2, 185.62 ,946.18875,71.34240341, 256.97 , 83.06 ,89.61301891, 28.97 , 182 ,360,30, (63), 30 , 93 , (63), 0.51 , 1 ,2424.05,442206.6838,48,,,,,,
101794,Can,REDENSYL, 6 , 6 , 6 , 6 , 6 , 30 , 4 ,90,3, 11.34 ,0.0031752,0.160062656, 11.50 , 91.27 ,0.201054311, 1.60 , 10 ,80,10, 6 , 30 , 10 , -   , 0.13 , 1 ,91397.6,932351.8815,3,,,,,,
101796,Can,Sera Sense RB 21, 0 , 0 , 0 , 0 , 0 , 30 , 0 ,60,2, 0.41 ,0.005254201,0.168117221, 0.58 , 84.69 ,0.211171632, 31.01 , 20 ,40,20, 20 , 30 , 20 , -   , 0.51 , 1 ,9490,191804.0188,10,,,,,,
101797,Drum,Sera Sense SF CM 5(Cyclopentasiloxane), 27 , 45 , 45 , 45 , 45 , 30 , 31 ,60,2, 61.22 ,68.46171717,19.19034312, 80.41 , 78.81 ,24.10494318, 23.63 , 214 ,570,190, 159 , 30 , 190 , -   , 0.38 , 1 ,888.13,190153.0232,18,,,,,,
101798,Drum,Sera Sense GB 10 ( Gum Blend), 36 , 61 , 61 , 61 , 61 , 30 , 41 ,60,2, 81.55 ,122.1147608,25.62966487, 107.18 , 78.86 ,32.19335954, 23.68 , 212 ,720,180, 139 , 30 , 180 , -   , 0.29 , 1 ,1253.48,265980.1323,18,,,,,,
101799,Can,Sera Sense SF PTM (Phenyl Trimethicone), 1 , 2 , 2 , 2 , 2 , 30 , 2 ,60,2, 3.14 ,0.181514756,0.988131658, 4.13 , 78.86 ,1.241189765, 23.68 , 21 ,40,20, 18 , 30 , 20 , -   , 0.53 , 1 ,3792.44,80555.93771,18,,,,,,
101800,Drum,Sera Sense SF CM 56(Cyclopenta and Hexasiloxane), 0 , 1 , 1 , 1 , 1 , 30 , 0 ,60,2, 0.98 ,0.01772605,0.308791143, 1.29 , 78.86 ,0.387871802, 23.68 , 190 ,190,190, 190 , 30 , 190 , -   , 1.00 , 2 ,1100,209426.659,17,,,,,,
101806,Other,Grape Seed Oil, 0 , 0 , 0 , 0 , 0 , 30 , 0 ,60,2, 0.00 ,2.11377E-12,3.372E-06, 0.00 , 78.86 ,4.23556E-06, 23.68 , 1 ,2,0.5, 0 , 30 , 1 , -   , 0.25 , 1 ,4501.28,2250.659065,#N/A,,,,,,
101807,Bucket,D & C Violet 2 colour powder, 0 , 0 , 0 , 0 , 0 , 30 , 0 ,60,2, 0.00 ,7.56605E-09,0.000201741, 0.00 , 84.69 ,0.000253406, 31.01 , 20 ,40,20, 20 , 30 , 20 , -   , 0.50 , 1 ,72361,1447238.337,2,,,,,,
101812,Bottles,Jojoba Oil, 0 , 0 , 0 , 0 , 0 , 30 , 0 ,60,2, 0.00 ,4.14298E-14,4.7208E-07, 0.00 , 78.86 ,5.92978E-07, 23.68 , 1 ,2,0.5, 0 , 30 , 1 , -   , 0.25 , 1 ,8779.14,4389.575206,#N/A,,,,,,
101814,Bottles,Argan Oil, 0 , 0 , 0 , 0 , 0 , 30 , 0 ,60,2, 0.00 ,2.11377E-12,3.372E-06, 0.00 , 78.86 ,4.23556E-06, 23.68 , 1 ,2,0.5, 0 , 30 , 1 , -   , 0.25 , 1 ,14412.4,7206.261045,#N/A,,,,,,
101819,Bottles,Pomegranate Oil, 0 , 0 , 0 , 0 , 0 , 30 , 0 ,60,2, 0.00 ,4.14298E-12,4.7208E-06, 0.00 , 78.86 ,5.92978E-06, 23.68 , 1 ,2,0.5, 0 , 30 , 1 , -   , 0.25 , 1 ,38280.14,19140.29699,#N/A,,,,,,
101821,Bottles,ELO HAIR OIL TK 59073B, 0 , 0 , 0 , 0 , 0 , 30 , 0 ,105,3.5, 0.72 ,0.005254201,0.222398179, 0.94 , 137.66 ,0.279353811, 41.02 , 15 ,5,15, 15 , 30 , 15 , -   , 3.06 , 4 ,4434.63,67758.28079,10,,,,,,
101822,Bottles,Elo Orchid TK 59073, 0 , 0 , 0 , 0 , 0 , 30 , 0 ,105,3.5, 1.00 ,0.003678828,0.186094106, 1.19 , 124.45 ,0.233752353, 24.43 , 15 ,5,15, 15 , 30 , 15 , -   , 3.05 , 4 ,4946.96,75360.76354,7,,,,,,
101823,Bottles,Rosemary Oil, 0 , 0 , 0 , 0 , 0 , 30 , 0 ,60,2, 0.30 ,0.002849451,0.123805351, 0.42 , 84.76 ,0.155511599, 31.11 , 1 ,2,0.5, 0 , 30 , 1 , -   , 0.33 , 1 ,41517.92,27215.47813,13,,,,,,
101824,Bottles,AVACADO OIL, 0 , 0 , 0 , 0 , 0 , 30 , 0 ,60,2, 0.49 ,0.011065413,0.243973497, 0.73 , 90.05 ,0.306454515, 37.74 , 1 ,2,0.5, 0 , 30 , 1 , -   , 0.40 , 1 ,20449.87,16491.88999,68,,,,,,
101826,Bottles,ORANGE OIL, 1 , 1 , 1 , 0 , 0 , 30 , 1 ,60,2, 1.22 ,0.055788625,0.547812169, 1.77 , 86.86 ,0.68810553, 33.73 , 1 ,2,0.5, (0), 15 , 0.3 , 0.2 , 0.59 , 1 ,21250.02,25247.26627,122,,,,,,
101827,Bottles,BLACK SEED OIL, 0 , 0 , 0 , 0 , 0 , 30 , 0 ,60,2, 0.02 ,1.79827E-05,0.009835258, 0.03 , 84.77 ,0.012354044, 31.11 , 1 ,2,0.5, 0 , 30 , 1 , -   , 0.26 , 1 ,8555.69,4383.542372,10,,,,,,
101828,Bottles,CAMOMILE OIL, 0 , 0 , 0 , 0 , 0 , 30 , 0 ,60,2, 0.00 ,2.71047E-10,3.81839E-05, 0.00 , 84.77 ,4.79628E-05, 31.11 , 1 ,2,0.5, 0 , 30 , 1 , -   , 0.25 , 1 ,202667.31,101343.3755,#N/A,,,,,,
101830,Can,ALMOND & VITAMIN C EXTRACT, 1 , 0 , 0 , 0 , 0 , 30 , 0 ,65,2.166666667, 0.79 ,0.022065038,0.3585851, 1.15 , 94.56 ,0.450417869, 37.14 , 25 ,25,25, 25 , 30 , 25 , -   , 1.02 , 2 ,4016.62,102224.6574,102,,,,,,
101831,Can,GLAMOUR CURLS 763789 (FRAGRANCE), 50 , 28 , 28 , 21 , 21 , 30 , 28 ,60,2, 56.60 ,141.5550453,27.59443602, 84.19 , 89.25 ,34.66130378, 36.74 , 60 ,100,25, (3), 15 , 14 , 11 , 0.60 , 1 ,6294.76,375553.5886,68,,,,,,
101833,Can,GREEN BEAUTY (FRAGRANCE), 86 , 49 , 43 , 39 , 39 , 30 , 51 ,75,2.5, 128.17 ,388.2992472,51.09720284, 179.26 , 104.90 ,64.18307187, 37.56 , 90 ,500,25, (26), 15 , 26 , (1), 0.18 , 1 ,3603.85,323684.881,109,,,,,,
101835,Drum,BLACK IMPACT T 15017012 (FRAGRANCE), 48 , 32 , 30 , 23 , 23 , 30 , 34 ,60,2, 67.25 ,107.5672148,24.05463702, 91.31 , 81.46 ,30.21497089, 26.96 , 64 ,200,25, (9), 30 , 34 , (9), 0.32 , 1 ,4241.94,270812.8921,75,,,,,,
101836,Bags,GINOL 1618 TA (CETO-STEARYL ALCOHOL), 80 , 18 , 29 , 29 , 29 , 30 , 30 ,60,2, 59.56 ,589.5031856,56.31212601, 115.87 , 116.73 ,70.73352414, 71.26 , 101 ,320,25, (5), 30 , 30 , (5), 0.31 , 1 ,549.85,55266.65427,35,,,,,,
101838,Drum,UCON LUBRICANT 50 - HB - 660, 64 , 51 , 49 , 52 , 52 , 30 , 54 ,60,2, 108.37 ,36.03384916,13.92240214, 122.30 , 67.71 ,17.48789537, 9.68 , 234 ,217,217, 163 , 30 , 217 , -   , 1.08 , 2 ,2645,620220.4833,579,,,,,,
101839,Box,GENAMIN KDMP, 22 , 5 , 8 , 8 , 8 , 30 , 8 ,60,2, 16.12 ,43.16224016,15.2373988, 31.35 , 116.73 ,19.13965947, 71.26 , 44 ,40,25, 17 , 30 , 25 , -   , 1.10 , 2 ,5098,225023.984,33,,,,,,
101840,Drum,BELSIL ADM 331, 313 , 175 , 165 , 139 , 139 , 30 , 184 ,65,2.166666667, 399.43 ,5295.735843,175.6722064, 575.10 , 93.59 ,220.66143, 35.91 , 421 ,800,200, 16 , 30 , 200 , -   , 0.53 , 1 ,1610.52,677483.6462,241,,,,,,
101842,Drum,SCHERCODINE (TM) S AMIDO AMINE, 8 , 2 , 3 , 3 , 3 , 30 , 3 ,75,2.5, 7.01 ,5.221896731,5.925540787, 12.93 , 138.43 ,7.44305733, 79.67 , 98 ,90,90.7, 88 , 30 , 91 , -   , 1.09 , 2 ,3303.6,324225.4042,28,,,,,,
101525,Bucket,LUBRAJEL OIL, 22 , 17 , 22 , 24 , 18 , 30 , 20 ,65,2.166666667, 44.23 ,10.38496484,7.779333932, 52.01 , 76.43 ,9.771602378, 14.36 , 30 ,50,20.4, (0), 30 , 20 , (0), 0.60 , 1 ,5222.99,157649.2324,472,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Maximum Pallets Required,#VALUE!,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,, 774 ,,,#N/A,,,,,,
,,,,*******,ROP is calcutlated from considering demand leadtime(Dl) is following a Normal distribution,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,277036910.2,#N/A,,,,,,
,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,2770.369102,#N/A,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Assumptions: Leadtime is constant  (Variation of lead time is zero),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Demand is randomly distributed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Storage is planned for maximum stock situations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Confidence level : 95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,α= 1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
